商品名※必須,slug※必須,カテゴリ,サブカテゴリ,サイズ,価格※必須,ステータス,説明,並び順,画像URL,キャッチコピー,フリガナ,都道府県,市区町村,アレルギー（表示義務）,アレルギー（表示推奨）,アレルギー備考,期限種別,期限日数（日）,保管温度帯,JANコード,ケース入数,ケース入数単位,最小ロット,最小ロット単位,サンプル対応,内容量,商品タグ,対応可能数量（最大）,リードタイム,関連URL,サプライヤーID,大カテゴリ,中カテゴリ,小カテゴリ,商品コンセプト,利用シーン・おすすめ,食品表示画像,最大ロット単位,発注ケースサイズ縦 (cm),発注ケースサイズ横 (cm),発注ケースサイズ高さ (cm),発注ケース重量 (kg),国外輸出可否,販売形態,WEBサイト販売,提供可能時期,バイヤーへのメッセージ,販促ツール,関連商品ID,商品動画URL,販売事業者名,サプライヤーメール,インボイス対応,国名,価格種別,販売単位
お肉屋がつくった　牛骨ラーメン（乾麺）,お肉屋がつくった-牛骨ラーメン-乾麺-1,加工食品,畜産・肉,,500,published,鳥取県の中西部エリアで古くから親しまれてきた、牛の骨で出汁を取った当地伝統のラーメン「牛骨ラーメン」を、“やまのおかげ屋テイスト”で商品化しました。乾麺・スープとも、この商品のために１から開発。肉屋がつくった、牛の旨味が際立つ完全オリジナル商品です。また、乾麺は「無かんすい」。濃縮タイプのスープは「化学調味料不使用」で、安心してご賞味頂けます。,43,,国内産小麦全粒粉入り,オニクヤガツクッタ　ギュウコツラーメン(カンメン),鳥取県,倉吉市,小麦,"牛肉, 大豆, 豚肉",当工場では、そば・卵を含む製品を製造しております。,賞味期限,180,常温,,30,庫,1,ケース,対応可能,118g(めん80g、スープ38g),,,3営業日,,deeaa6a8-914e-4953-8525-dc3b726c5d4b,加工食品,畜産・肉,ラーメン(乾麺),鳥取県の中西部エリアで古くから親しまれてきた、牛の骨で出汁を取った当地伝統のラーメン「牛骨ラーメン」を、“やまのおかげ屋テイスト”で商品化しました。乾麺・スープとも、この商品のために１から開発。肉屋がつくった、牛の旨味が際立つ完全オリジナル商品です。また、乾麺は「無かんすい」。濃縮タイプのスープは「化学調味料不使用」で、安心してご賞味頂けます。,手土産、自分用、ご家庭用、身近な人への贈り物,,,25.5,43,19,4.4,相談可,小売用,自社サイトで販売中,通年,鳥取を代表するソウルフード、【牛骨ラーメン】肉屋である当店がスープからこだわり商品開発しました。ご当地ラーメンフェア、鳥取フェア、山陰フェア等の企画、冬場の寒い時期のあったか商材としてもおすすめです。,,,,株式会社やまのおかげ屋,order@yamanookageya.jp,TRUE,,,
牧草牛のビーフジャーキー,牧草牛のビーフジャーキー-1,加工食品,畜産・肉,,700,published,赤身が強く健康志向の人から支持を集めている「牧草牛（グラスフェッドビーフ）」のモモ肉を厚めにカットし、自家製の味噌だれに漬け込み乾燥させたやまのおかげ屋オリジナルのビーフジャーキーです。味付には、うま味調味料等を一切加えず、鳥取特産の梨を使用したフルーティーな自家製の味噌だれを使用。発色剤なども使わないため色が濃く、また賞味期限を伸ばすために乾燥度合いを強めているので、適度な歯ごたえをお感じいただけます。噛めば噛むほど牧草牛の旨味があふれ出る、思わずやみつきになるような一品です。,44,,"自家製の味噌だれ漬け
うま味調味料不使用",ボクソウギュウノビーフジャーキー,鳥取県,倉吉市,"小麦, 落花生（ピーナッツ）","牛肉, ごま, 大豆, りんご",,賞味期限,180,常温,,30,個,1,ケース,対応可能,30g,,,3営業日,,deeaa6a8-914e-4953-8525-dc3b726c5d4b,加工食品,畜産・肉,ジャーキー,"赤身が強く健康志向の人から支持を集めている「牧草牛（グラスフェッドビーフ）」のモモ肉を厚めにカットして、自家製の味噌だれに漬け込み乾燥させたものです。味噌だれは鳥取県の梨を使用したフルーティーな甘さが特徴。
うま味調味料を一切使用していない素材そのままを味わうジャーキーです。",手土産、自分用、身近な人への贈り物、ご家庭や屋外(キャンプ等)でのお酒のおつまみに。居酒屋やBarなどのおつまみにも,,,235,37.5,16,1.57,相談可,小売・業務用,自社サイトで販売中,通年,できるだけ添加物は使用せず、たれは自家製たれを使用しているため、自然派志向のお店や素材にこだわるお店にもおすすめです。またお酒のおつまみとしてご自宅はもちろん、居酒屋やバーのスナックとしてご利用いただくのもおすすめです。,,,,株式会社やまのおかげ屋,order@yamanookageya.jp,TRUE,,,
鳥取県豚のポークジャーキー,鳥取県豚のポークジャーキー-1,加工食品,畜産・肉,,650,published,鳥取県産豚のモモ肉を厚くカットし、やまのおかげ屋自家製の醤油だれに漬け込んで、じっくり乾燥させたポークジャーキーです。 味付け要となる醤油だれには、リンゴなどを使用。うま味調味料や保存料、発色剤等は一切使用せず、素材本来の旨味や甘みをお感じいただけるよう、、自然由来の材料のみで作り上げました。口あたりマイルドで、噛むほどに後からじわじわと美味しさが広がります。食べはじめると手が止まらない、次々と食が進むというやみつきのジャーキーです。,45,,"自家製の醤油だれ漬け
うま味調味料不使用",トットリケンサンブタノポークジャーキー,鳥取県,倉吉市,小麦,"ごま, 大豆, 豚肉, りんご",,賞味期限,180,常温,,30,個,1,ケース,対応可能,30g,,,3営業日,,deeaa6a8-914e-4953-8525-dc3b726c5d4b,加工食品,畜産・肉,ジャーキー,鳥取県産豚のモモ肉を厚くカットし、やまのおかげ屋自家製の醤油だれに漬け込んで、じっくり乾燥させたポークジャーキーです。 味付け要となる醤油だれには、リンゴなどを使用。うま味調味料や保存料、発色剤等は一切使用せず、素材本来の旨味や甘みをお感じいただけるよう、、自然由来の材料のみで作り上げました。口あたりマイルドで、噛むほどに後からじわじわと美味しさが広がります。食べはじめると手が止まらない、次々と食が進むというやみつきのジャーキーです。,手土産、自分用、身近な人への贈り物、ご家庭や屋外(キャンプ等)でのお酒のおつまみに。居酒屋やBarなどで,,,23.5,37.5,16,15.7,相談可,小売・業務用,自社サイトで販売中,通年,自家製のたれを使用しているので、素材にこだわる自然派のお店にもおすすめ。またお酒のおつまみとしては、ご自宅はもちろん居酒屋やバーのおつまみとしてもおすすめです。,,,,株式会社やまのおかげ屋,order@yamanookageya.jp,TRUE,,,
大山どりのチキンジャーキー,大山どりのチキンジャーキー-1,加工食品,畜産・肉,,600,published,鳥取県産銘柄鳥「大山どり」のムネ肉を厚くスライス。塩と黒胡椒のみだけで味付けし乾燥させたジャーキーです。大山どり本来の美味しさを味わえるようシンプルに仕上げました。特徴的なのは、原材料が前記の3点のみで、うま味調味料や保存料等は一切不使用。そして、発色剤、旨味調味料など添加物を加えずに作っているため自然な濃い目の色合いで、また、賞味期限を伸ばすため乾燥度合いを強めにしてあるため、適度な歯ごたえもお感じいただけます。口に運んだ瞬間から分かりやすい味というよりも、噛めば噛むほど味わいが徐々に感じられ、自然に1切れ1切れと食がすすむ一品です。,46,,うま味調味料不使用。原材料は【鶏肉・塩・こしょう】のシンプルな素材,ダイセンドリノチキンジャーキー,鳥取県,倉吉市,,鶏肉,,賞味期限,180,常温,,30,個,1,ケース,対応可能,30g,"無添加, 保存料不使用",,3営業日,,deeaa6a8-914e-4953-8525-dc3b726c5d4b,加工食品,畜産・肉,ジャーキー,鳥取県産銘柄鳥「大山どり」のムネ肉を厚くスライス。塩と黒胡椒のみだけで味付けし乾燥させたジャーキーです。大山どり本来の美味しさを味わえるようシンプルに仕上げました。特徴的なのは、原材料が前記の3点のみで、うま味調味料や保存料等は一切不使用。そして、発色剤など添加物を加えずに作っているため自然な濃い目の色合いで、また、賞味期限を伸ばすため乾燥度合いを強めにしてあるため、適度な歯ごたえもお感じいただけます。口に運んだ瞬間から分かりやすい味というよりも、噛めば噛むほど味わいが徐々に感じられ、自然に1切れ1切れと食がすすむ一品です。,手土産、自分用、身近な人への贈り物、ご家庭や屋外(キャンプ等)でのお酒のおつまみに。居酒屋やBarなどで,,,23.5,37.5,16,15.7,不可,小売・業務用,自社サイトで販売中,通年,原料は、【鶏肉・塩・こしょう】のみのシンプルな素材。大山どりそのものの旨味を最大限に活かした味付けにこだわりました。素材にこだわる自然派のお店にもおすすめ。お酒のおつまみとしてはもちろん、居酒屋やバーのスナックとしてもおすすめです。,,,,株式会社やまのおかげ屋,order@yamanookageya.jp,TRUE,,,
鳥取和牛 牛すじカレー,鳥取和牛-牛すじカレー-1,加工食品,畜産・肉,,1200,published,"肉屋が作った「究極の贅沢」とも言える牛すじカレー。2017年に和牛オリンピックで肉質日本一に選ばれた「鳥取和牛」を使ったご当地カレーです。牛すじの塊がごろごろ約80g入り！鳥取和牛の脂は甘味があって、ココナッツミルクのような良い香りが食欲をそそります。
この上質な脂はオレイン酸を多く含むため、植物油のような軽やかさが感じられ、たっぷり食べても胃もたれしません。高品質の牛すじだからできるクオリティのカレーです。
カレールーには、地元鳥取県産の「梨」を使用。鳥取県産の二十世紀梨の果肉と果汁をたっぷり使うことで、爽やかな甘さと味の奥行きを引き出しています。他のカレーでは味わえない贅沢な牛すじのボリューム感と梨の爽やかさが引き立つルーのハーモニーをぜひお楽しみください。",47,,①上質な旨味を持つ「鳥取和牛・牛すじ」使用 ② 本格スパイスに梨を加えさわやかな甘み  ③ボリューム感たっぷりの内容量！一般的レトルトカレーより25％増,トットリワギュウ ギュウスジカレー,鳥取県,倉吉市,"小麦, 乳","牛肉, 大豆, バナナ, りんご",,賞味期限,540,常温,,17,個,1,ケース,対応可能,250g,受賞歴あり,,3営業日,,deeaa6a8-914e-4953-8525-dc3b726c5d4b,加工食品,畜産・肉,カレー,鳥取和牛の牛スジを80g入れ、内容量は少し多めの250gと設定。牛スジのカレーとしては少々高めの値段設定ですが、黒毛和牛を使っていること、内容量が多いことにより、価格以上の満足感をお感じいただけるよう追求しました。ルーには、鳥取名産の梨の果汁を入れ甘味とコクを引き出す一方、数種類のスパイスも利かせ香りを際立たせています。牛スジの存在感が際立つ、食事後の満足度がとても高いレトルトカレーです。,観光でのお土産としてお買い求めいただいたり、ご自宅やアウトドア(キャンプ等)での食事としてお召し上がりいただけます。,,,24.5,34.5,25.5,5.315,相談可,小売・業務用,自社サイトで販売中,通年,肉屋がこだわりぬいた究極の贅沢カレーです。2017年の和牛品評会で日本一に輝いた鳥取和牛の牛すじを贅沢に使用。隠し味に鳥取県産の梨を使用して、肉の旨味とスパイスの絶妙なバランスを実現しました。,,,,株式会社やまのおかげ屋,order@yamanookageya.jp,TRUE,,,
鳥取和牛ビーフカレー,鳥取和牛ビーフカレー-1,加工食品,畜産・肉,,1200,published,厳選された鳥取和牛のモモ・ウデの肉を使用。丁寧に下処理を行い、じっくりと煮込むことで、トロっとした食感と濃厚な旨味を引き出しました。和牛ならではの上品な脂とコクが、口の中でじんわり広がります。,48,,鳥取和牛の旨味と赤身のバランスに優れた“モモ”や“ウデ”の部位を贅沢に使用し、こだわりのスパイスと特製ルーで作られた食べ応え満点の逸品,トットリワギュウビーフカレー,鳥取県,倉吉市,"小麦, 乳","牛肉, ごま, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,540,常温,,17,個,1,ケース,対応可能,220g,,,3営業日,,deeaa6a8-914e-4953-8525-dc3b726c5d4b,加工食品,畜産・肉,カレー,"① 鳥取和牛の深い旨味を実感
厳選された鳥取和牛のモモ・ウデの肉を使用。丁寧に下処理を行い、じっくりと煮込むことで、トロっとした食感と濃厚な旨味を引き出しました。和牛ならではの上品な脂とコクが、口の中でじんわり広がります。

② スパイスと果実の絶妙なバランス
カレールーには、数種類のスパイスに加え、希少な「ドラゴンフルーツ」を使用。スパイシーな中にも、爽やかな甘みとフルーティーな香りが広がり、後味に軽やかなアクセントを加えています。幅広い年代の方に楽しんでいただける味わいです。",観光でのお土産としてお買い求めいただいたり、ご自宅やアウトドア(キャンプ等)での食事としてお召し上がりいただけます。,,,24.5,34.5,25.5,4.79,相談可,小売・業務用,自社サイトで販売中,通年,2017年の和牛オリンピックで肉質日本一に選ばれた「鳥取和牛」。鳥取和牛の脂は甘味があって、ココナッツミルクのような良い香りが食欲をそそります。この上質な脂はオレイン酸を多く含むため、植物油のような軽やかさが感じられ、たっぷり食べても胃もたれしません。,,,,株式会社やまのおかげ屋,order@yamanookageya.jp,TRUE,,,
阿波尾鶏骨付地鶏カレー,阿波尾鶏骨付地鶏カレー-1,加工食品,レトルト・保存食,,1354,published,阿波尾鶏手羽もとがゴロッと2本、さらに阿波尾鶏むね肉ミンチも入ったボリューム満点の中辛レトルトカレーです。手羽もとはスプーンで簡単にホロッとほぐれますので、手を汚さずお召し上がりいただけます。玉ねぎ、リンゴピューレ、トマトなどを煮込み、数種類のスパイスをブレンドし、香り高く阿波尾鶏の旨みが溶け込んだ深い味わいのカレーに仕上げました。 （沸騰したお湯で約10分温めてお召し上がり下さい）,49,,徳島県産地鶏・阿波尾鶏手羽もとがゴロッと2本入ったボリューム満点カレー。,アワオドリホネツキジジドリカレー,佐賀県,唐津市,"小麦, 卵, 乳, 落花生（ピーナッツ）","大豆, 鶏肉, りんご",,賞味期限,547,常温,,30,個,1,ケース,対応可能,250g,ふるさと納税返礼品,30,2～3営業日,,479dad53-3d24-49b4-8bb1-1ed2ba05b584,加工食品,レトルト・保存食,カレー,「とにかくおいしいカレーを」という創業者のこだわりから生まれたカレーです。お店で食べるような深い味わいがあります。手羽もとは、スプーンでほぐれる程度のやわらかさになるよう加熱温度・時間を調整して仕上げました。,土産やギフト用,,ケース,44.6,32.1,20.3,7.5,不可,小売用,自社サイトで販売中,通年,徳島地鶏「阿波尾鶏」を使用した地域色のあるカレーです。阿波尾鶏は地鶏出荷量26年連続1位。適度な歯ごたえと旨みがあり、多くの居酒屋やレストランでも使用されている日本で一番食べられている地鶏です。,,,,株式会社丸本,miyashige.fumi@malmoto.co.jp,TRUE,,,
AWAODORILAB 阿波尾鶏骨つき地鶏のごちそうカレー,awaodorilab-阿波尾鶏骨つき地鶏のごちそうカレー-1,加工食品,レトルト・保存食,,748,published,"徳島県産の地鶏「阿波尾鶏」手羽もとが1本、阿波尾鶏むね肉ミンチも入った阿波尾鶏の旨みが楽しめる中辛レトルトカレーです。手羽もとはスプーンでほろっと簡単にほぐれますので、手を汚さずお召し上がりいただけます。玉ねぎ、リンゴピューレ、トマトペーストなどを煮込み、数種類のスパイスをブレンドしました。香り高く阿波尾鶏の旨みが溶け込んだ、深い味わいのカレーに仕上げました。 
（袋のまま沸騰したお湯の中で約10分温めてください。）",50,,徳島県産地鶏・阿波尾鶏の手羽もとをゴロッと1本。阿波尾鶏むね肉ミンチも贅沢に使った、徳島を代表するボリューム満点のカレーです。,アワオドリラボアワオドリホネツキジドリノゴチソウカレー,佐賀県,唐津市,"小麦, 卵, 乳, 落花生（ピーナッツ）","大豆, 鶏肉, りんご",,賞味期限,547,常温,,30,P,1,ケース,対応可能,190g,"国産原料, ふるさと納税返礼品",,2～3営業日,,479dad53-3d24-49b4-8bb1-1ed2ba05b584,加工食品,レトルト・保存食,カレー,,土産、ギフト、飲食店,,,34.5,28.7,16,5.7,不可,小売・業務用,自社サイトで販売中,通ね,徳島地鶏「阿波尾鶏」を使用した地域色のあるカレーです。阿波尾鶏は地鶏出荷量26年連続1位。適度な歯ごたえと旨みがあり、多くの居酒屋やレストランでも使用されている日本で一番食べられている地鶏です。土産やギフト用になります。,,,,株式会社丸本,miyashige.fumi@malmoto.co.jp,TRUE,,,
AWAODORILAB 阿波尾鶏バターチキンカレー,awaodorilab-阿波尾鶏バターチキンカレー-1,加工食品,レトルト・保存食,,550,published,"徳島県産地鶏・阿波尾鶏むね使用を使用した、バターの甘い香り漂うクリーミーな味わいのインド発祥マイルドカレーです。ナンはもちろんご飯にもよく合います。カレーと共にラッシーやチャイと共にお楽しみください。
（沸騰したお湯で約5分温めてお召し上がり下さい）",51,,	 徳島県産地鶏・阿波尾鶏むね肉を使用。甘口バターチキンカレー。,アワオドリラボアワオドリバターチキンカレー,大阪府,大阪市,"小麦, 乳","アーモンド, 大豆, 鶏肉, 豚肉",,賞味期限,730,常温,,30,P,1,ケース,対応可能,180g,"国産原料, ふるさと納税返礼品",,2～3営業日,,479dad53-3d24-49b4-8bb1-1ed2ba05b584,加工食品,レトルト・保存食,カレー,,土産、ギフト、飲食店,,,53.5,28,11.5,5.4,不可,小売・業務用,自社サイトで販売中,通年,徳島地鶏「阿波尾鶏」を使用した地域色のあるカレーです。阿波尾鶏は地鶏出荷量26年連続1位。適度な歯ごたえと旨みがあり、多くの居酒屋やレストランでも使用されている日本で一番食べられている地鶏です。土産やギフト用になります。,,,,株式会社丸本,miyashige.fumi@malmoto.co.jp,TRUE,,,
AWAODORILAB 阿波尾鶏グリーンカレー,awaodorilab-阿波尾鶏グリーンカレー-1,加工食品,レトルト・保存食,,600,published,"徳島県産地鶏・阿波尾鶏の旨みやスパイスの刺激的な辛み、
ココナッツミルクのまろやかな味わいを楽しめるタイの伝統的なカレーです。ごはんの他、ナンやパンと一緒にディップして召し上がることも出来ます。ビーフンやライスヌードルと一緒に、スープとしても楽しんでいただけます。
（沸騰したお湯で約5分温めてお召し上がり下さい）",52,,徳島県産地鶏・阿波尾鶏の旨みやスパイスの刺激的な辛み、ココナッツミルクのまろやかな味わいを楽しめるタイの伝統的なカレーです。,アワオドリラボワアワオドリグリーンカレー,佐賀県,唐津市,"えび, 乳",鶏肉,,賞味期限,545,常温,,30,P,1,ケース,対応可能,180g,"国産原料, ふるさと納税返礼品",,2～3営業日,,479dad53-3d24-49b4-8bb1-1ed2ba05b584,加工食品,レトルト・保存食,カレー,,土産、ギフト、飲食店,,,32.5,27,12.5,5.4,不可,小売・業務用,自社サイトで販売中,通年,徳島地鶏「阿波尾鶏」を使用した地域色のあるカレーです。阿波尾鶏は地鶏出荷量26年連続1位。適度な歯ごたえと旨みがあり、多くの居酒屋やレストランでも使用されている日本で一番食べられている地鶏です。土産やギフト用になります。,,,,株式会社丸本,miyashige.fumi@malmoto.co.jp,TRUE,,,
くじら大和煮,くじら大和煮-1,加工食品,水産,,500,published,くじら大和煮のレトルトパック。しょうゆ、砂糖、生姜などのシンプルな味付けながらしっかりとした味で美味しい！レトルトパックだから、素材の旨味を活かし、そのまま食べられます。また、容器は一般ごみとして簡単に捨てられます。,53,,しょうゆ、砂糖、生姜などのシンプルな味付けながらしっかりとした味で美味しい！,クジラヤマトニ,山口県,下関市,小麦,大豆,,賞味期限,365,常温,,24,袋,2,ケース,対応不可,120g,職人仕上げ,,5営業日,,e0ffec33-678c-40b0-8f34-91e43ede355f,加工食品,水産,レトルト食品,大和煮では珍しいレトルトパックです。訴求力のあるスタントタイプです。,お酒のお共やおかずの一品として,,,,,,,不可,小売用,自社サイトで販売中,通年,缶詰臭がしない。圧力下まで柔らかく仕上げました。ごみの処分も一般ごみで捨てられる,,,,株式会社東冷,order@sekitaro.com,TRUE,,,
オイルサーディン,オイルサーディン-1,加工食品,レトルト・保存食,,610,published,広島県産の小いわし(カタクチイワシ)をシンプルな味付けでオリーブオイル漬けにしました。素材本来の風味・旨味をお楽しみい ただけます。 そのままおつまみとしてお召し上がりいただけます。また、パスタ・サラダ等の料理のトッピングとしてもご利用いただけます。,54,https://drive.google.com/file/d/1BZYWoc1CxWvEHoXI3BGyjv1PWqyw6L4W/view?usp=drive_link,広島県産の小いわし（カタクチイワシ）をオリーブオイル漬けにしました。,オイルサーディン,山口県,岩国市,小麦,"大豆, 鶏肉",,賞味期限,1095,常温,,24,個,48,個,対応可能,"90g/p 
(固形量55g)","着色料不使用, 保存料不使用, 国産原料",,２営業日,,031d73dc-fc99-46cf-a199-ea598bb3d361,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1bjwq77VoaE0neLW2D7fSdlKqVn1D_AK1/view?usp=drive_link,,,,,,相談可,,,,,,,,広島県漁業協同組合連合会,chokuhan@hs-gyoren.jp,TRUE,,,
牡蠣のオイル漬,牡蠣のオイル漬-1,加工食品,レトルト・保存食,,1100,published,旬の時期に漁獲された広島県産のかきを風味・旨味を凝縮し、オイル漬けにしました。いつでも風味豊かで濃厚な味わいの広島 かきをお楽しみいただけます。そのままおつまみとしてご利用ください。また、パスタ等に絡めても美味しくお召し上がりいただけます。残りのオイルも料理等でご 利用いただけます。,55,https://drive.google.com/file/d/1wS2L-ma0V8rJVcAqzlxf4kBXI_XN5uu0/view?usp=drive_link,広島県産のかきを風味・旨味を凝縮し、オイル漬けにしました。,カキノオイルヅケ,山口県,岩国市,小麦,大豆,,賞味期限,730,常温,,54,個,54,個,対応可能,"135g/p
 (固形量75g)",国産原料,,２営業日,,031d73dc-fc99-46cf-a199-ea598bb3d361,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1qgttOVgiKb_QwSvr1zAPKnics0jFqnUY/view?usp=drive_link,,,,,,相談可,,,,,,,,広島県漁業協同組合連合会,chokuhan@hs-gyoren.jp,TRUE,,,
かきめし(2合用),かきめし-2合用-1,加工食品,レトルト・保存食,,900,published,広島県産のかきを使用したレトルトタイプの炊き込みご飯の素です。簡単調理で磯の風味豊かなかきめしをお楽しみいただけま す。ご家庭で利用しやすい2合用(2~3人前)。,56,https://drive.google.com/file/d/1eA7RtKB7b7aIJfMnF131ptm1e8Tvx77m/view?usp=drive_link,広島県産のかきを使用したレトルトタイプの炊き込みご飯の素です。,カキメシ（２ゴウヨウ）,山口県,岩国市,小麦,"さば, 大豆",,賞味期限,730,常温,,30,個,30,個,対応可能,250g/p,国産原料,,２営業日,,031d73dc-fc99-46cf-a199-ea598bb3d361,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1eLaBmuczJKei8xY8He62Y_FYICJbEWBM/view?usp=drive_link,,,,,,相談可,,,,,,,,広島県漁業協同組合連合会,chokuhan@hs-gyoren.jp,TRUE,,,
牡蠣の佃煮,牡蠣の佃煮-1,加工食品,レトルト・保存食,,900,published,広島県産のかきを醤油ベースのタレで炊き、甘辛い佃煮に仕上げました。いつでもお手軽に広島かきの風味豊かで濃厚な味わ いをお楽しみいただけます。ご飯のお供や酒の肴にご利用ください。,57,https://drive.google.com/file/d/1LHONedPD_CVUI6tE9P7YmNqYcT_EKtfI/view?usp=drive_link,広島県産のかきを醤油ベースのタレで炊き、甘辛い佃煮に仕上げました。,カキノツクダニ,山口県,岩国市,小麦,"ごま, 大豆",,賞味期限,180,常温,,20,個,20,個,対応可能,75g/p,国産原料,,２営業日,,031d73dc-fc99-46cf-a199-ea598bb3d361,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1sVV067oTkgQ0AgbvwUneXD6vsdeU-czG/view?usp=drive_link,,,,,,相談可,,,,,,,,広島県漁業協同組合連合会,chokuhan@hs-gyoren.jp,TRUE,,,
大人のトマトカレー,大人のトマトカレー-1,加工食品,レトルト・保存食,,540,published,年に４か月しか取れないたかしまトマトを贅沢に４０％も使用しています。,58,,幻のトマトを大人げなく使いました,オトナノトマトカレー,長崎県,長崎市,"小麦, 乳","大豆, 鶏肉, 豚肉, ゼラチン",,賞味期限,547,常温,,30,箱,2,ケース,対応可能,180ｇ,,,５営業日以内,,c8f0d858-90e2-4a90-bfc8-50695756b93a,加工食品,レトルト・保存食,,離島で丹念の育てたトマトを年間を通して味わってもらいたい。,ギフトに最適。かわいいパッケージも人気です。,,,,,,,相談可,小売用,自社サイトで販売中,通年,トマトの甘味と酸味が引き立つちょい辛な大人向けのカレーです。,,,,崎永海運株式会社,yanai@sakinaga.co.jp,TRUE,,,
江田島牡蠣カレー,江田島牡蠣カレー-1,加工食品,レトルト・保存食,,1000,published,江田島の清浄海域でとれた濃厚な牡蠣を使っています。,59,,広島県江田島の牡蠣を使った本格的なスパイスカレー,エダシカカキカレー,広島県,江田島市,"小麦, 乳","牛肉, 大豆, 豚肉, りんご",,賞味期限,700,常温,,30,個,1,ケース,対応可能,215g,,,2週間程度,,32e85f85-218d-437b-ac97-4eade12b8d70,加工食品,レトルト・保存食,カレー,江田島の名産を全国の方に知っていただきたく、企画しました。,お土産、ビンゴやコンペの景品に選んでもらいたいです。,,,,,,,相談可,小売用,自社サイトで販売中,,牡蠣は言わずもがな、カレーのルーも凄く美味しいクセになる味です。多くの方にご賞味いただきたいです。,,,,三浦マイルド商店,mildflash1018@gmail.com,FALSE,,,
天空キッチン 猪豚キーマカレー,天空キッチン-猪豚キーマカレー-1,加工食品,レトルト・保存食,,700,published,天空の秘境で育ったコクと甘みがある『いのぶた』。上野村特産素材を活かしたひと味違う和風のキーマカレーです。,60,,希少な『上野村特産いのぶた』をたっぷり使ったキーマカレー,テンクウキッチン　イノブタキーマカレー,群馬県,上野村,"小麦, 乳","牛肉, 大豆, 鶏肉, バナナ, やまいも, りんご",,賞味期限,720,常温,,10,個,2,ケース,要相談,170g,,,7営業日,,2fc7edb4-ef6b-4e9d-9798-bd104de7b72c,加工食品,レトルト・保存食,,,,,,,,,,,,,,,,,,上野村農産物加工センター,ueno.kakou3@gmail.com,TRUE,,,
天空キッチン きのこカレー,天空キッチン-きのこカレー-1,加工食品,レトルト・保存食,,700,published,天空の秘境で育った肉厚しいたけがたっぷり。きのこの食感と風味が楽しめるクリーミーなカレーです。,61,,肉厚椎茸がごろごろ入ったキノコカレー,テンクウキッチン　キノコカレー,群馬県,上野村,"小麦, 乳","牛肉, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,720,常温,,10,個,2,ケース,要相談,210g,,,7営業日,,2fc7edb4-ef6b-4e9d-9798-bd104de7b72c,加工食品,レトルト・保存食,,,,,,,,,,,,,,,,,,上野村農産物加工センター,ueno.kakou3@gmail.com,TRUE,,,
天空キッチン 猪豚キーマカレートマト風味,天空キッチン-猪豚キーマカレートマト風味-1,加工食品,レトルト・保存食,,700,published,天空の秘境で育ったコクと甘みのある『いのぶた』。上野村産、胃にトマトのさわやかさが特徴のスパイスが効いたキーマカレーです。,62,,希少な『上野村特産いのぶた』をたっぷり使ったキーマカレー。,テンクウキッチン　イノブタキーマカレートマトフウミ,群馬県,上野村,小麦,"牛肉, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,720,常温,,10,個,2,ケース,要相談,170g,,,7営業日,,2fc7edb4-ef6b-4e9d-9798-bd104de7b72c,加工食品,レトルト・保存食,,,,,,,,,,,,,,,,,,上野村農産物加工センター,ueno.kakou3@gmail.com,TRUE,,,
